company_name,company_age,diversity_score,glassdoor_rating,hq_region
Clark-King,89,6.37,2.6,Oceania
Meza Group,20,8.95,3.4,Asia
Hood and Sons,14,9.54,3.2,Asia
Rhodes-Thompson,89,5.57,3.2,North America
"Brooks, Greene and Rowland",10,9.96,4.2,Asia
Evans-Jones,3,7.62,3.5,North America
Bell-Hardy,76,7.27,3.5,Europe
"Hall, Baker and Moody",35,5.8,3.9,Europe
Weaver-Gibson,71,6.62,2.6,Asia
"Garcia, Stewart and Delacruz",85,7.52,3.2,Europe
"Garcia, Kim and Barrett",32,5.38,4.1,Europe
Boone LLC,6,6.01,3.8,North America
"Rios, Walker and Wright",93,6.34,3.7,Asia
"Hines, Rice and Baldwin",40,8.9,4.9,North America
Woods-Anderson,19,6.36,2.7,Africa
May Ltd,46,9.86,3.5,South America
Jones-Soto,46,5.15,5.0,South America
Sosa-Baker,23,6.5,3.9,North America
Brooks Ltd,82,6.57,3.7,Oceania
Poole-Miller,5,9.25,3.4,Africa
Jones-Fox,63,6.7,2.9,Europe
Boyd LLC,16,9.19,3.0,Africa
Nelson PLC,1,9.09,4.8,Europe
"Arnold, Cooper and Monroe",75,8.98,3.3,Europe
Gonzalez-Marsh,58,5.35,2.8,Africa
Dudley Group,15,8.37,3.0,Oceania
"Garrison, Ryan and Miller",42,6.95,3.8,Asia
"Andrade, Gordon and Cruz",78,7.98,4.2,Africa
Barnes-Blackwell,32,9.99,3.5,Oceania
"Grimes, Arnold and Lawson",93,9.49,3.8,Africa
"Gray, Montoya and Miller",56,6.66,3.6,Africa
Holt and Sons,55,7.24,4.9,South America
"Pitts, Warner and Mullins",16,6.47,3.5,South America
Doyle Ltd,26,5.29,4.6,South America
Wade-Lynn,51,5.21,2.7,Oceania
"Roberts, Stanton and Smith",13,8.66,3.9,Asia
Conrad Group,6,6.94,3.8,Africa
"Andrews, Higgins and Carter",66,7.96,4.7,Oceania
Ward-Nelson,49,6.86,4.1,Africa
"Mckinney, Richardson and Chapman",25,6.79,3.8,Europe
"Hayden, Harmon and Mcdonald",25,7.59,4.5,Europe
"Keith, Johns and Jones",79,7.41,3.2,Oceania
Foley Inc,58,6.66,2.7,Asia
"Gonzalez, Curtis and Cox",70,7.63,2.7,Africa
Bishop-Goodwin,89,5.84,4.3,Africa
Zhang PLC,95,6.33,4.4,South America
"Rivera, Campos and Taylor",59,5.52,4.2,Europe
Stewart-Myers,42,6.74,3.4,Asia
Bates-Anderson,47,8.33,4.9,South America
Brooks PLC,83,5.02,2.9,North America
Diaz PLC,34,5.77,4.5,Europe
Miller LLC,34,6.2,3.6,South America
Palmer PLC,58,9.63,3.8,Oceania
Atkinson LLC,83,5.25,2.7,South America
Anderson-Mcclain,60,8.29,4.6,Asia
"Fry, Hayes and Olsen",62,8.58,4.3,Europe
Parker-Archer,67,5.18,4.8,Africa
"Dyer, Potter and Mack",99,7.66,3.0,Asia
Hahn-Ramsey,38,7.24,4.5,South America
Jenkins-Brown,13,9.91,3.7,North America
"Vang, Gonzalez and Moss",3,9.11,4.6,Europe
Vaughn LLC,40,6.19,3.6,Africa
Wells-Perkins,90,7.5,4.6,Europe
Moyer-Bird,83,8.73,3.2,Oceania
Rogers Inc,68,9.66,4.2,South America
"Chavez, Sanchez and Bird",11,9.22,2.6,North America
"Powers, Brennan and Sanchez",1,6.17,3.9,South America
"Gray, Montoya and Miller",60,9.95,3.9,North America
Johnson-Doyle,19,5.96,4.0,North America
"Hernandez, Cole and Watson",85,6.77,4.0,Oceania
Robertson-Hicks,38,8.89,3.9,Africa
Spencer LLC,26,8.15,2.7,South America
Martin-Gomez,21,6.54,4.9,Europe
Craig PLC,6,8.69,2.7,South America
Conway-Mann,69,8.86,4.4,North America
Ortiz-Rodriguez,83,8.56,3.7,North America
Wilson-Carlson,74,5.09,4.0,Europe
"Turner, Ortiz and Taylor",42,9.78,4.5,Asia
Hall-Williams,28,8.12,3.4,Asia
Blankenship-Strickland,41,7.94,4.5,Europe
Stevens PLC,19,6.83,3.0,North America
Combs-Davis,39,7.42,3.2,Oceania
Taylor-Barry,72,7.06,4.5,North America
Craig PLC,58,5.03,3.8,Africa
"Reed, Chambers and Zavala",13,6.69,4.6,Africa
Callahan PLC,57,8.93,2.7,Asia
"Choi, Collier and Lee",37,8.9,2.8,North America
"Williams, Randolph and Gilbert",27,7.45,5.0,North America
"Glover, Moran and Johnson",22,8.4,2.7,Africa
Landry Ltd,52,6.7,3.8,North America
Brown Group,43,8.29,3.7,South America
Gomez and Sons,46,9.9,3.5,South America
"Pierce, Wang and Wilson",24,5.02,4.2,Africa
Adkins-Meyer,49,8.77,2.8,Europe
"Moore, Daniels and Powell",22,5.3,2.7,North America
Gilbert PLC,15,7.94,4.5,Asia
"Schwartz, Christian and Knight",70,5.92,3.7,Oceania
Hamilton-Smith,57,5.25,3.7,Europe
Hudson-Morris,38,5.55,3.1,Africa
"Li, Craig and Drake",85,9.42,4.1,Europe
"Hurst, Freeman and Nelson",78,6.58,4.9,South America
May-Turner,68,5.11,4.6,North America
Foster-Williams,68,5.61,3.6,Africa
"Munoz, Howard and Davis",50,6.87,4.3,Europe
"Turner, Miller and Hubbard",2,9.0,3.1,North America
Poole-Miller,39,8.64,4.1,Asia
Walker-Flores,7,8.82,2.8,Africa
Hart-Castillo,97,6.58,2.6,Oceania
Garrett-Black,23,6.35,3.3,North America
"Johnson, Jimenez and Phillips",37,8.63,3.4,Europe
Larson and Sons,89,8.85,3.5,Oceania
"Rivera, Campos and Taylor",38,9.34,3.8,North America
"Olsen, Walker and Vincent",27,7.77,3.5,North America
"Wilson, Harris and Ward",74,7.66,4.1,Asia
"Fisher, Payne and Thompson",87,8.12,2.7,South America
Lewis-Fuentes,69,8.43,2.9,South America
"Haney, Harris and Johnson",53,7.46,4.4,Africa
Baird-Williams,41,5.02,5.0,North America
Hampton-Tucker,53,7.79,3.9,Asia
Young-Martinez,82,8.89,3.1,Oceania
"Johnson, Lee and Whitaker",18,8.0,3.0,Oceania
Callahan PLC,19,7.29,3.9,North America
Thomas-Berg,36,9.4,2.8,Asia
"Sullivan, Palmer and Brady",71,6.06,4.0,North America
"Smith, Gilmore and Johnston",93,8.95,4.8,Asia
"Leach, Skinner and Mills",50,8.3,4.7,Asia
Schmidt-Mendoza,61,6.2,3.2,South America
Stevens PLC,89,5.01,3.1,Europe
Smith-Gonzalez,39,8.53,2.8,Asia
"Jordan, Thompson and Lopez",23,6.32,3.0,Africa
Simmons-Reed,30,7.2,4.4,Asia
Spencer LLC,42,7.26,4.5,Oceania
Hunter PLC,84,9.72,4.5,Europe
"Moreno, Perez and Lang",73,6.56,3.1,Asia
Schneider Group,83,8.56,3.9,Oceania
Boone-Davis,14,7.71,3.3,Oceania
Stephens-Young,74,6.15,3.8,Asia
Mcdowell-Smith,92,8.36,3.8,Oceania
"Harris, Edwards and Oconnell",38,7.53,2.7,Europe
"Hamilton, Green and Edwards",91,6.69,4.0,Oceania
"Tran, Jordan and Williams",67,9.65,4.1,South America
"Simon, Terrell and Terrell",86,6.59,4.2,Oceania
"Charles, Wiggins and Cook",58,9.71,2.5,North America
Peterson-Beard,14,7.25,4.5,Europe
Martin-Gomez,6,7.99,3.2,South America
Taylor Inc,10,7.93,3.4,Asia
Navarro PLC,48,8.96,3.7,Oceania
"Allen, Lewis and Mullins",16,6.14,2.8,Asia
"Campbell, Tyler and Parker",3,5.6,3.8,South America
"Hall, Hinton and Phillips",47,8.94,3.9,Oceania
King Group,54,9.29,3.0,Oceania
Underwood-Foster,26,7.54,3.4,South America
Gibson-Thomas,59,7.97,3.0,Africa
"Gardner, Robinson and Lawrence",60,9.15,3.9,South America
"Evans, Hayden and Vaughn",95,8.89,4.7,Africa
Wagner LLC,71,7.92,4.4,Africa
Robinson-Lee,87,7.23,2.6,Oceania
Melton and Sons,92,8.2,3.6,Oceania
Kim Inc,76,9.2,2.8,North America
Moyer-Bird,89,9.64,4.0,Europe
"Soto, Vaughn and Griffin",73,8.89,3.4,Oceania
"Moore, Hopkins and Le",86,7.58,3.4,Africa
Chavez-Johnson,38,9.31,5.0,North America
"Delgado, Guzman and Smith",1,9.68,4.9,Oceania
Clark-King,92,8.69,4.7,Oceania
"Peterson, Davis and Reed",96,5.22,3.3,South America
"Hernandez, Riley and Buckley",71,5.45,3.0,South America
Lin-Smith,78,6.74,4.9,Europe
Gray Ltd,3,8.0,2.8,North America
"Gonzalez, Smith and Padilla",75,5.5,2.6,Africa
"Carter, Hendricks and Wolfe",39,5.34,3.8,Europe
Schmidt-Mendoza,2,8.67,4.7,Europe
Davis Inc,60,5.68,3.2,Oceania
Barker-Moore,25,6.62,3.9,North America
Hancock and Sons,80,7.39,3.7,Asia
Cameron Inc,14,8.86,3.4,Europe
Chavez PLC,30,7.3,2.7,Asia
Walsh LLC,12,9.72,2.9,Europe
Moody-Taylor,24,8.72,2.9,Asia
Owens-Russell,99,5.24,3.0,North America
Alexander Ltd,7,8.17,3.6,South America
"Carlson, Hooper and Wall",43,5.16,4.4,Europe
Chavez-Hall,26,9.2,3.7,Africa
Smith-Lewis,30,7.37,3.7,South America
Martinez and Sons,45,8.79,3.6,Asia
Ortiz-Rodriguez,40,7.42,2.6,Asia
Hunt PLC,38,6.81,4.7,North America
"White, Davis and Anderson",42,9.97,3.1,North America
Bird-Savage,17,8.41,2.9,Asia
Rodriguez-Johnson,80,8.21,4.7,North America
Brown-Wall,86,9.76,4.9,South America
Walsh LLC,31,7.61,2.7,Africa
Pena-Dyer,60,5.64,3.9,Africa
"Davis, Stanley and Wright",54,8.71,3.6,Oceania
Cole-Lucero,56,6.34,4.3,South America
Lyons-Bender,71,5.32,4.0,Oceania
"Wright, Ramos and Bennett",66,7.49,2.7,North America
"Andrews, Higgins and Carter",94,5.25,3.5,Asia
Moore-Murray,92,7.53,3.3,Asia
Fisher-Rivera,6,5.11,2.7,North America
"Ferguson, Shaw and Jackson",56,9.91,4.2,South America
"Allen, Lewis and Mullins",64,9.83,4.2,Asia
"Bryan, Smith and Booth",65,5.22,3.8,Oceania
Gregory-Nixon,63,9.34,4.8,South America
"Jackson, Mendez and Nguyen",31,8.58,4.0,Asia
Young-Martinez,93,7.76,2.8,Europe
Lopez-Willis,89,9.02,3.6,Africa
Chapman and Sons,80,8.58,3.6,Africa
Perry and Sons,30,8.2,3.5,Europe
"Harris, Collins and Carney",54,5.69,4.6,South America
"Wright, Mcknight and Stephens",14,8.75,4.6,Oceania
Friedman PLC,23,9.26,4.6,Europe
Cox Ltd,96,9.06,3.4,South America
Peck-Anderson,29,9.66,4.5,Oceania
Ellis-Martin,56,7.67,4.9,Africa
Herman-Walker,44,9.17,3.8,Oceania
"Wright, Mcknight and Stephens",78,7.34,2.5,North America
"Jackson, Miller and Robertson",10,6.77,3.6,South America
Maxwell Group,16,5.83,3.7,Europe
Hughes Inc,98,7.84,2.7,Africa
Smith PLC,16,7.22,3.0,South America
Hicks-Burns,53,6.18,4.9,Asia
Davis-Henderson,20,7.05,4.3,Europe
"Erickson, Armstrong and Lee",40,5.78,3.6,South America
Watts LLC,74,8.92,3.7,Africa
Gomez-Foster,75,8.18,3.1,Africa
"Butler, Hernandez and Rivera",83,8.09,4.1,Europe
Smith-Oneill,19,8.88,4.2,North America
Hudson-Gentry,86,7.47,3.1,North America
Blanchard-Reynolds,55,8.51,4.9,Oceania
Lopez Ltd,14,7.98,2.8,South America
Maxwell Group,34,7.2,2.6,North America
"Moore, Henderson and Bennett",21,7.83,4.2,North America
"Sullivan, Palmer and Brady",70,8.01,3.6,South America
Gonzalez LLC,54,9.75,3.2,North America
"Gutierrez, Avila and Perez",9,6.54,4.9,South America
Bartlett Ltd,46,8.63,4.6,Asia
Ritter PLC,78,8.14,4.3,Asia
Ramirez-Bean,30,8.9,3.6,Europe
West PLC,99,9.71,3.1,North America
"Munoz, Howard and Davis",81,7.92,3.9,South America
Smith-Noble,96,7.56,4.7,North America
Adams Group,82,8.52,4.8,Oceania
"Hall, Hinton and Phillips",76,7.17,4.7,Oceania
Green Group,70,7.15,3.1,Oceania
"Meadows, Robles and Anderson",47,7.78,4.6,South America
Nolan and Sons,89,8.5,3.9,Oceania
Williams-Brown,1,6.07,5.0,Africa
Gordon LLC,7,5.59,4.3,Africa
Randall LLC,14,9.7,4.8,Africa
Gross-Valencia,62,5.77,3.2,Asia
"Cole, Glass and Cunningham",41,5.03,4.8,South America
Jackson-Cortez,33,8.31,4.7,Europe
Taylor-Harrison,70,7.58,4.9,Africa
Hernandez-Campbell,50,9.78,4.9,North America
"Pierce, Wang and Wilson",53,6.42,2.9,Asia
Robertson-Keller,52,6.69,2.6,Asia
"Cain, Rodriguez and Gonzales",87,6.06,2.8,Africa
"Wise, Gray and Snyder",47,8.5,4.4,Europe
"Haas, Cooper and Davis",93,6.26,4.6,South America
"Richard, Davis and Rogers",68,8.08,4.8,Oceania
Hall-Williams,57,5.13,4.6,Asia
"Payne, Cisneros and Johnson",84,9.78,3.0,Oceania
Austin-Duran,81,8.29,4.4,Asia
"Grant, Bryan and Williams",26,7.89,3.5,North America
"Soto, Vaughn and Griffin",77,7.01,3.2,North America
Miller-Mccall,1,7.37,4.0,South America
White-Carlson,28,6.48,3.1,North America
Glover-Hammond,66,9.91,2.7,Africa
Smith-Oneill,64,9.26,3.2,Europe
"Quinn, Smith and Green",31,6.66,2.5,Europe
Hamilton-Smith,8,8.14,3.2,Europe
Robinson-Lee,20,5.78,3.5,Oceania
Davies-Morales,35,7.13,4.5,Africa
White-Medina,3,8.54,3.6,North America
Ramirez-Bell,78,5.81,2.5,Africa
Good-Hodges,67,7.71,4.1,Oceania
"Acosta, Campbell and Leblanc",76,6.7,4.8,Oceania
Hoover-Davis,23,6.95,3.7,North America
Hudson-Morris,95,9.71,4.2,Oceania
"Hughes, Whitney and Romero",9,8.75,2.9,Oceania
Haynes and Sons,11,8.77,4.4,Asia
Wise-Salinas,4,9.44,3.1,Europe
"Saunders, Sparks and Harris",53,6.38,4.4,Oceania
Hawkins-Hunt,47,9.77,2.6,Europe
Davis-Garcia,51,9.44,3.4,South America
Wilson-Jones,38,8.22,4.3,Asia
Villanueva LLC,25,5.16,4.5,Asia
Garcia-James,5,5.29,3.0,Asia
Johnson and Sons,38,5.55,4.9,South America
"Hoffman, Santiago and Jenkins",25,7.49,2.9,Asia
Martin and Sons,94,7.2,4.8,North America
"Conner, Li and Santiago",89,5.17,3.3,Africa
Moody-Taylor,7,8.91,2.6,Oceania
Huang-Foster,70,5.59,3.7,Asia
Palmer PLC,52,6.11,4.1,Oceania
Boyd LLC,35,5.53,5.0,Oceania
Sullivan Group,13,7.19,4.8,South America
West PLC,21,5.31,4.9,Europe
Alvarado-Durham,89,7.09,4.0,Asia
"Morris, Thompson and Williams",96,7.04,3.8,North America
Gonzalez LLC,17,7.07,3.8,North America
"Hamilton, Green and Edwards",5,8.44,4.4,North America
Wilcox-Robertson,86,5.84,4.2,South America
Salazar Inc,80,6.2,4.2,Asia
Hunter PLC,78,5.15,3.4,Africa
Hall and Sons,14,5.27,4.5,North America
Yates-Manning,6,5.91,4.0,Africa
"Johnson, Mclean and George",70,7.35,3.2,Africa
Medina and Sons,33,8.19,3.4,North America
"Snyder, Campos and Callahan",58,5.23,4.3,North America
"Howard, Green and Hunt",11,8.84,2.8,Europe
"King, Nixon and West",82,7.16,4.3,South America
"Yates, Ramsey and Pittman",98,8.57,4.9,Oceania
"Dawson, Cruz and Mccarthy",52,6.0,3.1,Asia
Brooks Inc,37,5.38,2.6,Europe
Glover-Chan,1,9.85,3.2,North America
Moyer-Bird,24,5.01,3.3,South America
Ferguson-Mclean,77,7.51,3.7,Asia
Gill Ltd,56,9.72,4.8,Oceania
Weaver-Gibson,8,5.93,4.5,Africa
"Barnes, Paul and Price",66,5.55,4.9,Africa
"Harris, Edwards and Oconnell",11,5.69,3.7,Europe
Dominguez Ltd,74,5.75,3.6,South America
"Greer, Potter and Evans",98,6.15,4.3,South America
"Roach, Browning and Jordan",37,8.47,4.2,Africa
"Arroyo, Miller and Tucker",60,6.83,3.4,South America
Sullivan PLC,67,8.14,3.0,Europe
Edwards-Roth,60,5.95,2.8,Oceania
"Clark, Carpenter and Nguyen",34,7.17,4.0,Oceania
Wilson Ltd,37,6.98,2.6,Oceania
Friedman-Olson,14,5.18,4.8,North America
Edwards Ltd,15,9.12,2.6,Africa
"Vincent, Parsons and Allen",90,7.68,4.5,Africa
Yu-Yates,12,5.87,4.0,North America
"Brown, Flores and Johns",30,7.06,4.4,Oceania
Lopez-Willis,8,6.68,4.8,Europe
Fisher-Eaton,34,5.65,3.6,Oceania
"Barry, Taylor and Velazquez",5,7.35,4.2,South America
Moss LLC,12,5.53,4.9,Asia
Montgomery PLC,78,7.12,3.4,Africa
Fisher-Washington,30,8.82,3.7,Europe
"Pitts, Warner and Mullins",77,7.77,2.9,South America
Rivera and Sons,62,9.07,4.6,Oceania
"Robinson, Clark and Klein",60,9.74,2.8,Oceania
"Skinner, Smith and Wise",10,5.11,3.1,Europe
Burns-Ray,7,7.5,3.5,South America
Chapman-Odom,73,5.23,2.9,Oceania
"Burke, Martinez and Riggs",20,5.84,3.7,Africa
Graves Group,71,6.84,3.8,Oceania
Molina Inc,41,9.98,4.5,Africa
Hoover-Davis,40,7.29,4.8,Africa
"Fox, Harrington and Wang",31,8.81,2.7,Africa
Hammond LLC,19,9.93,3.1,Europe
Ferguson-Mclean,72,7.52,4.4,South America
Mack Inc,19,7.1,2.9,Oceania
Collins-Mcclure,13,8.77,4.2,Asia
Adams-Sanders,93,5.22,3.2,Oceania
Shaw-Smith,66,5.17,4.5,Europe
"Casey, Meza and Colon",61,9.18,4.7,Oceania
Good-Hodges,49,6.72,2.8,Asia
Medina Group,43,6.08,3.5,Africa
White Ltd,92,6.03,4.5,Asia
Price-Ali,92,7.64,3.6,Oceania
"Cunningham, Murphy and Wolfe",90,6.71,4.8,Africa
Morgan LLC,84,7.46,4.0,Asia
"Huang, Ford and Olsen",22,5.44,3.0,North America
Barnes PLC,45,8.97,4.8,Europe
"Matthews, Saunders and Anderson",10,7.47,2.5,Europe
"Turner, Ortiz and Taylor",94,6.81,3.2,Asia
Anderson-Rosario,89,9.38,3.1,Oceania
Reeves and Sons,65,8.18,4.1,Africa
Sosa-Baker,96,8.58,3.2,Oceania
Richardson-Jimenez,42,9.36,4.1,Africa
Moreno-Gutierrez,61,6.14,4.7,Asia
"Henderson, Alexander and Galvan",55,9.93,3.1,Asia
"Andrews, Higgins and Carter",24,8.35,3.4,Asia
"Powell, Deleon and Warren",2,5.22,2.6,Oceania
"Hamilton, Green and Edwards",81,6.26,2.9,Europe
Williams-Juarez,66,8.45,4.3,Europe
Patel-Morales,42,7.02,2.9,Europe
Wright-Grimes,34,6.96,4.4,Asia
Hall-Robinson,83,9.88,4.4,South America
Warren and Sons,68,9.84,4.5,Europe
Smith-Bell,18,8.94,2.5,Europe
Adkins LLC,85,6.11,2.7,Oceania
Ross Ltd,10,5.43,3.2,Asia
Peterson-Beard,95,8.81,2.5,Asia
"Alvarez, Benson and Wilson",56,7.92,2.9,Europe
"Carroll, Ramirez and Rodriguez",58,5.57,4.3,Asia
Maldonado-Becker,95,5.21,2.9,Oceania
"Weber, Wheeler and Gonzalez",53,6.5,2.6,Africa
White Inc,82,9.92,3.9,South America
Stephens LLC,9,7.63,4.5,Asia
Chandler-Edwards,73,8.39,3.1,Asia
"Smith, Crawford and Reed",8,6.75,4.5,Asia
"Vargas, Taylor and Hunt",39,9.32,4.5,North America
"Reed, Terry and Smith",4,5.36,3.0,North America
"Ferrell, Jones and Lewis",1,7.22,3.6,Oceania
"Becker, Taylor and Davis",30,7.1,3.3,Africa
"Mitchell, Nelson and Flores",36,7.6,4.0,North America
Lopez Ltd,44,5.41,3.6,Europe
"Bradford, Salinas and Kelly",11,5.63,3.8,Europe
"Fox, Chapman and Stone",7,9.91,4.5,South America
"Phillips, Thompson and Smith",58,7.77,3.6,South America
"Turner, Ortiz and Taylor",88,6.73,2.6,North America
"Austin, Day and Johnson",79,6.47,4.9,Europe
Novak and Sons,38,5.48,4.5,Oceania
"Fernandez, Kim and George",44,8.5,4.2,South America
Green-Ewing,8,8.84,4.8,Africa
Wells Inc,83,7.24,3.1,Europe
Chapman-Henry,34,5.19,3.6,North America
"Howard, Townsend and Hayes",47,8.49,3.0,Africa
"Reeves, Parks and Little",64,6.43,3.1,South America
"Smith, Crawford and Reed",53,5.35,4.8,Europe
Fisher-Washington,80,6.47,3.8,South America
"Haas, Cooper and Davis",95,6.24,4.8,Europe
"Cooper, Swanson and Mayo",48,7.41,2.5,Europe
Winters PLC,88,5.67,2.6,South America
Lopez-Jones,44,5.94,3.0,Europe
Mccormick and Sons,73,6.25,3.2,Asia
May Ltd,63,7.31,3.9,Europe
"Lee, Horton and Snyder",74,7.88,2.6,Africa
"Schmidt, Hansen and Stewart",33,8.02,3.1,Europe
Gray Ltd,46,9.03,4.8,Africa
Walton LLC,89,5.56,4.2,South America
"Casey, Meza and Colon",50,8.67,4.3,Europe
Barnes-Blackwell,3,8.92,3.1,Oceania
Ochoa LLC,89,7.63,4.0,Asia
Rivera and Sons,12,5.97,4.1,Africa
"Brown, Hayes and Clark",81,5.94,4.3,Asia
Petersen PLC,11,8.32,4.9,Europe
"Butler, Hernandez and Rivera",48,9.44,5.0,South America
Miller LLC,88,8.33,3.5,South America
"Huang, Ford and Olsen",74,5.51,4.4,Africa
Navarro LLC,43,9.35,5.0,Europe
Marshall-Petersen,23,5.87,4.8,South America
"Brooks, Greene and Rowland",36,9.33,4.1,Europe
Chavez-Johnson,97,8.05,3.9,Asia
"Fernandez, Kim and George",15,5.34,3.6,North America
Ware and Sons,38,7.25,4.7,North America
"Carroll, King and Scott",88,9.92,4.7,Europe
Gutierrez Group,93,6.65,3.4,Europe
Nelson-King,7,9.08,2.6,Europe
"Hernandez, Martinez and Weber",44,6.34,3.2,Oceania
"Harvey, Randall and Hernandez",14,8.16,3.2,Africa
"Smith, Jones and Santiago",20,5.35,4.9,North America
Boone LLC,66,7.74,2.9,Europe
Johnston and Sons,56,9.36,3.1,North America
"Holder, Young and Hendricks",20,8.91,5.0,North America
Navarro LLC,18,9.64,3.6,Asia
"Warren, Gibson and Wood",82,6.0,3.3,Asia
Davies-Morales,71,8.84,3.2,Oceania
Smith-Gonzalez,27,9.34,4.8,North America
Smith-Gutierrez,17,6.34,4.5,Asia
"Peterson, Reid and Johnson",95,9.97,3.3,South America
"Rios, Garcia and Harvey",36,6.53,2.7,North America
"Evans, David and Hendrix",32,8.38,4.7,Oceania
"Blackwell, Clark and Miller",95,6.6,4.6,Europe
"Bell, Campbell and Ryan",46,6.44,3.5,Asia
Ballard Group,36,6.05,3.9,Europe
Ferguson Inc,22,6.34,3.8,Asia
Clay Group,19,8.37,3.0,Africa
"Foley, Ibarra and Daniel",80,5.82,4.0,Oceania
Castillo LLC,51,9.42,4.1,South America
Adkins Group,16,6.77,3.7,South America
"Wilson, Mendoza and Crosby",74,5.61,2.9,South America
Jacobson Inc,71,9.38,3.1,North America
Nolan-Flynn,27,8.84,3.6,South America
Cummings and Sons,67,8.0,2.9,Europe
Hall-Matthews,57,8.35,2.5,Oceania
Clark-Figueroa,92,7.37,3.1,Europe
Hernandez Inc,62,7.39,3.4,South America
Turner-George,14,6.39,3.7,Oceania
Rhodes-Holland,20,6.31,2.6,North America
Wise-Salinas,90,5.6,4.7,South America
Oneill and Sons,7,9.78,4.5,Europe
Blackwell LLC,90,6.92,4.4,Africa
"Moon, Farmer and Hill",93,6.09,4.8,Europe
"Turner, Tyler and Pierce",84,7.31,4.7,Oceania
"Mcdonald, Bryant and Cohen",76,5.07,3.3,South America
Taylor-Barry,44,5.08,4.4,South America
Harris-Lawson,91,9.19,3.9,South America
Vega-Thomas,35,7.03,4.5,Oceania
Johns Ltd,5,8.49,4.4,Europe
"Jones, Torres and Blackburn",25,5.57,2.8,Oceania
"Cole, Morton and Peterson",78,7.06,4.4,Asia
Johnston Inc,84,7.7,3.6,Europe
Nielsen-Mendoza,35,9.07,3.2,Europe
"Payne, Cisneros and Johnson",83,7.7,4.9,North America
"Wilson, Mendoza and Crosby",9,6.91,4.2,Oceania
"Evans, Jackson and Sandoval",97,7.05,4.9,Europe
Stafford PLC,31,7.5,4.3,Africa
White PLC,25,9.51,5.0,Europe
Dominguez Ltd,14,6.72,3.1,Asia
"Lopez, Hess and Smith",96,5.62,4.3,Asia
Brooks Inc,26,7.5,2.6,North America
"Brown, Dunlap and Moore",54,7.94,3.1,Asia
Underwood-Smith,51,6.51,3.2,Europe
Decker and Sons,69,7.06,3.3,South America
"Cruz, Middleton and Larsen",11,6.17,5.0,Africa
Houston PLC,45,6.85,3.5,Asia
Johnson-Schultz,21,6.48,3.7,Oceania
Craig PLC,39,6.74,4.5,South America
Reid-Poole,71,9.83,3.0,Africa
"Tanner, Wise and Johnson",86,5.02,4.4,North America
Hernandez-Campbell,34,6.63,3.9,Oceania
Harris Ltd,26,5.24,4.0,Europe
Goodwin PLC,99,8.63,2.9,Europe
Carter LLC,36,8.6,3.2,Europe
"House, Smith and Wright",69,8.97,4.5,North America
"Campbell, Pruitt and Short",96,5.51,2.6,South America
Miller-Chan,63,5.03,4.3,North America
"Dyer, Potter and Mack",34,9.66,3.8,South America
Perez-White,94,6.41,4.0,Europe
Walters Group,39,8.43,4.1,Oceania
Meadows PLC,35,9.53,4.9,Europe
Harris Ltd,93,8.39,2.7,Oceania
Owen-Brown,49,6.16,3.7,Asia
"Fernandez, Guerrero and Evans",88,8.6,4.0,Asia
Shaw-Smith,99,8.08,2.7,Africa
Baker-Ross,54,7.97,3.6,South America
Nunez-Rodriguez,59,8.29,2.7,South America
Hendricks Inc,36,5.75,4.2,Africa
Smith-Frost,59,5.31,3.4,Oceania
Brennan-Johnson,67,7.08,4.6,Oceania
Hardy-Wallace,15,8.35,4.4,Asia
"Garner, Lewis and Kennedy",95,6.21,3.3,Africa
Mcdowell-Smith,73,6.41,4.7,North America
"Greer, Potter and Evans",52,5.77,3.1,Oceania
"Jones, Smith and Hunter",89,5.56,4.6,South America
Smith-Gutierrez,47,9.86,3.4,North America
Meza Group,87,5.61,4.2,Africa
Wright-Davis,2,8.43,4.0,Africa
Pope PLC,11,5.8,4.0,Africa
"Perez, Hayes and Lloyd",34,8.14,3.8,North America
Nelson PLC,33,9.3,3.0,Europe
Atkinson LLC,21,5.33,2.9,Europe
Melton and Sons,60,5.92,3.0,Africa
"Newman, Jenkins and Cooper",44,8.54,2.7,Europe
"Cook, Wells and Bryant",81,9.3,3.7,Oceania
Lopez and Sons,8,7.77,3.6,Oceania
Rose-Warren,52,6.59,2.7,Africa
Miller and Sons,69,9.32,4.4,Oceania
Smith-Noble,83,9.08,4.1,Asia
"Wright, Ramos and Bennett",73,9.53,4.2,Oceania
Edwards-Scott,51,6.86,5.0,North America
Howe Inc,77,6.68,2.7,North America
"Grimes, Arnold and Lawson",17,9.79,3.3,Oceania
"Mcmillan, Fischer and Gonzalez",13,9.13,3.1,Oceania
"Foster, Henry and Morrison",80,7.22,4.4,North America
Krause Ltd,17,5.79,4.1,Europe
Moore Group,14,9.8,4.4,Asia
"Smith, Gilmore and Johnston",78,7.89,4.5,South America
Hartman Group,42,9.33,4.9,South America
Miller Inc,58,6.77,4.3,Europe
Barnes Group,55,8.84,4.9,North America
Clay Group,53,6.85,3.0,Oceania
"Simon, Terrell and Terrell",81,7.71,2.6,Africa
Walker-Lewis,70,5.37,3.0,Africa
"Barnes, Paul and Price",73,5.8,3.2,Oceania
Jones-Byrd,89,9.9,4.6,Africa
Shaw-Carr,5,8.79,4.3,North America
"Lopez, Nichols and Clarke",43,8.43,3.3,Asia
