education_required,avg_salary_usd,avg_years_experience
PhD,126705,5
PhD,79989,5
Master,83512,6
Bachelor,76308,9
Certificate,100568,4
Certificate,89208,8
Certificate,77932,1
Diploma,57095,9
Diploma,147879,9
Bachelor,138732,9
PhD,122739,7
PhD,71354,3
PhD,51532,1
Master,70151,3
PhD,95988,4
Associate,123457,8
Bachelor,91004,8
PhD,85875,6
PhD,130238,2
Certificate,99865,1
Bachelor,73895,0
Certificate,93928,9
Master,102051,0
Certificate,129331,7
PhD,99182,9
Master,109436,8
Associate,117223,4
Master,86096,8
Diploma,138338,9
Bachelor,50890,4
Associate,93918,0
Certificate,144967,1
Diploma,79126,4
Diploma,145081,9
Certificate,57099,7
Bachelor,57747,6
Diploma,108152,6
PhD,85349,6
Master,74369,5
Diploma,124040,1
Diploma,127959,3
Diploma,112319,4
PhD,75118,8
Diploma,92098,9
Certificate,102910,9
Diploma,55347,2
Master,130931,9
PhD,118297,8
Associate,148034,0
Associate,54023,6
PhD,140270,2
Certificate,92144,5
Certificate,115201,5
Associate,135256,0
PhD,75620,4
PhD,57178,6
Associate,51268,6
Certificate,138594,0
Bachelor,63593,2
Diploma,98129,4
Bachelor,138354,5
Associate,104758,0
Master,82669,8
Diploma,71714,8
Certificate,69797,9
Bachelor,92950,0
Associate,75112,9
Master,69229,3
PhD,108309,9
Certificate,90991,4
Associate,80452,9
Master,126814,0
Diploma,146763,8
Associate,115519,1
Master,79389,2
Certificate,135753,9
Associate,93105,4
Certificate,93843,4
Bachelor,134532,9
Certificate,142099,2
Certificate,141088,6
Certificate,76698,4
Diploma,104531,2
Master,139943,6
PhD,120068,5
Certificate,92099,4
Certificate,91175,1
Master,77352,5
Bachelor,84824,2
Diploma,83199,2
Certificate,146459,1
Associate,90644,1
Diploma,80520,7
Bachelor,113056,6
Master,118784,1
Certificate,133419,3
Associate,97786,7
PhD,107303,1
Bachelor,122543,0
PhD,138662,8
PhD,104452,3
Certificate,52417,2
Certificate,54133,1
Bachelor,86323,6
Master,87056,4
Certificate,106541,8
Associate,61915,6
Bachelor,80083,3
Associate,101119,7
PhD,69866,7
Diploma,136449,3
Certificate,130020,2
Bachelor,100317,0
PhD,122970,8
Diploma,67796,9
Master,142466,3
Diploma,122641,0
Associate,54403,9
Certificate,128053,9
Certificate,108158,2
Master,104300,0
Associate,60569,6
PhD,69115,7
Diploma,94571,0
Bachelor,110602,7
Diploma,72595,5
Diploma,55808,9
PhD,122830,5
Associate,60575,0
Master,142073,8
Master,143244,3
Diploma,119092,4
Certificate,106026,0
Master,126205,4
Bachelor,127492,1
Certificate,121843,5
Bachelor,84282,5
Certificate,131801,7
Diploma,127383,1
Certificate,65661,0
Bachelor,80914,7
Associate,126389,3
Master,69442,8
Diploma,121671,6
Associate,95127,7
Bachelor,138145,6
Certificate,144441,0
Associate,83188,1
Bachelor,90460,9
Associate,92338,2
Master,141821,6
Associate,136792,6
Master,139231,6
Certificate,146080,9
Certificate,123872,6
Certificate,105500,7
Associate,70622,9
PhD,78591,7
Certificate,94246,4
PhD,91759,3
Certificate,96489,6
Bachelor,135948,1
PhD,87890,1
PhD,86777,1
Master,120670,4
PhD,87974,3
Diploma,97546,4
Associate,52217,3
Certificate,116746,0
Master,131680,0
PhD,141594,1
Master,85547,7
Diploma,124514,5
PhD,86177,3
Associate,108051,7
Master,95126,8
Associate,145966,5
Associate,58043,3
Associate,149008,5
Diploma,56381,7
Diploma,96152,9
Associate,128583,9
Bachelor,146618,8
Master,58749,1
Diploma,119609,3
Associate,74256,4
Master,95278,7
Certificate,77742,0
Bachelor,148133,3
Master,142862,8
Certificate,73142,7
Associate,60879,5
Diploma,148008,2
Master,58533,1
PhD,116178,0
Associate,92176,6
Master,127435,5
PhD,109568,6
Associate,80984,7
PhD,58064,4
PhD,99063,5
Bachelor,71564,6
Bachelor,59661,5
Master,109818,5
Associate,86048,7
Diploma,67495,0
Diploma,128427,7
PhD,51305,5
PhD,64280,1
Diploma,118542,0
Associate,78282,5
PhD,81530,4
Master,130885,3
Bachelor,81212,6
Certificate,93990,5
Bachelor,137719,5
Diploma,57832,7
Master,83929,7
Associate,100886,0
Master,50800,4
Diploma,79723,2
Certificate,128703,1
PhD,73509,9
Master,124019,5
Associate,97404,9
Bachelor,112793,8
Master,65771,7
Certificate,69182,4
Bachelor,53993,5
Certificate,120530,2
PhD,115844,2
Bachelor,58920,7
Certificate,64478,2
PhD,121952,7
PhD,104021,5
Diploma,135573,7
Certificate,98233,2
Bachelor,63383,9
Bachelor,137274,0
PhD,89417,3
Certificate,83364,9
Bachelor,110475,8
Diploma,54069,4
Certificate,86518,3
PhD,99241,4
PhD,112722,5
Master,103529,8
Diploma,113392,0
Master,97189,2
Master,121661,3
Diploma,88661,0
Certificate,126947,1
Bachelor,78332,9
Certificate,146426,0
PhD,76254,2
Diploma,133153,9
PhD,67901,7
Associate,87760,4
PhD,82817,2
Diploma,141555,4
Diploma,119815,2
Bachelor,79961,3
Certificate,127364,2
Certificate,50828,7
Certificate,103438,1
Certificate,62949,3
Master,84100,2
Associate,94367,4
Master,125418,5
Diploma,51132,1
PhD,149535,9
Master,97631,4
Associate,132000,9
Associate,93369,6
Master,118649,6
Diploma,121954,0
Certificate,66725,6
Diploma,62196,3
Certificate,115608,9
Certificate,56086,1
Associate,66230,1
Diploma,148331,7
Master,104314,8
PhD,124012,9
PhD,109690,7
Master,72147,5
PhD,53819,5
Associate,97747,9
Certificate,92758,1
Associate,127731,9
Bachelor,89617,8
Bachelor,138394,0
Associate,132458,0
Associate,113416,8
Associate,60613,7
PhD,73297,7
PhD,61594,4
Master,55617,3
Master,131658,3
Master,115700,9
PhD,51593,6
Associate,58287,3
PhD,72274,9
Associate,107389,3
Certificate,123818,3
Master,128458,6
Diploma,77380,8
Diploma,142098,4
Bachelor,67038,5
Bachelor,59170,8
Master,54191,2
Master,136271,6
Certificate,71882,9
Bachelor,108744,2
Associate,77891,2
Master,63951,6
Master,50782,3
Associate,50073,8
Associate,92711,9
Associate,145738,5
Master,67804,7
Bachelor,98834,1
Associate,103882,5
Associate,129647,0
Certificate,87563,7
Bachelor,53470,0
Bachelor,120569,7
Associate,52632,8
Master,113029,4
Diploma,79925,7
Certificate,56677,0
Bachelor,136312,4
Certificate,98865,3
Bachelor,117417,3
Associate,144492,9
Associate,87104,2
Associate,121896,5
PhD,139827,8
Associate,93553,7
Bachelor,99107,6
Bachelor,125684,1
Master,72657,8
PhD,111797,0
Master,135762,9
PhD,137915,2
Associate,123564,4
Associate,90342,2
Diploma,74073,3
Associate,71204,2
PhD,89103,5
Certificate,149633,1
Bachelor,105483,1
Master,77523,5
Diploma,120503,0
Bachelor,79325,7
Associate,97477,8
Bachelor,139674,5
Bachelor,138015,7
Master,94881,1
Associate,83525,2
PhD,75687,7
PhD,106907,4
PhD,97250,4
Bachelor,138776,2
Diploma,127904,2
Associate,90340,3
Certificate,78317,9
Associate,98681,7
Diploma,135335,6
Certificate,138142,5
PhD,88408,9
Bachelor,53147,8
Master,74861,7
Diploma,107130,8
Diploma,88683,8
PhD,61345,7
Associate,109197,9
Certificate,112403,4
Certificate,147300,7
Diploma,80692,8
Master,130110,4
Certificate,67582,1
Associate,146121,7
Certificate,73360,0
Certificate,129026,7
Associate,79003,5
Master,81105,3
Diploma,76197,9
Certificate,94535,1
Associate,83636,2
Diploma,114243,1
Diploma,111380,7
Diploma,99746,3
PhD,60754,0
Associate,62810,7
Master,139093,5
Associate,88610,0
Master,74864,5
PhD,119727,1
Master,66759,7
Diploma,99872,4
Associate,66396,6
Associate,96416,5
Associate,71138,8
PhD,137514,6
Associate,128963,2
Master,85723,7
Associate,110477,9
Diploma,112027,0
PhD,119823,0
PhD,101060,9
Bachelor,133350,5
Bachelor,132372,5
Associate,78276,7
Certificate,128921,7
Diploma,81875,8
Master,106125,3
Associate,100264,4
Master,82883,0
Bachelor,113040,2
Master,98636,6
PhD,105643,8
Certificate,147172,0
Bachelor,112209,8
Diploma,66345,4
Diploma,60052,7
Bachelor,112908,2
Bachelor,144239,2
Master,112941,9
Diploma,145777,1
PhD,57323,3
Bachelor,58971,9
Diploma,142384,1
PhD,100947,2
Certificate,101018,2
Certificate,108913,2
Bachelor,136042,4
Diploma,147859,6
PhD,68363,2
Master,79848,6
PhD,102605,1
Certificate,109924,4
Master,72054,8
Associate,64616,1
PhD,112392,8
Diploma,84798,5
Diploma,87734,5
Certificate,132476,3
Diploma,123400,2
Certificate,122763,1
Diploma,110686,7
PhD,116505,5
Diploma,99405,3
Bachelor,126839,6
Associate,85951,9
PhD,120771,9
Certificate,59319,9
Master,147249,5
Bachelor,84027,9
PhD,74001,6
Certificate,104491,6
Associate,82860,5
Associate,123491,5
Master,94184,5
Diploma,143050,6
Certificate,75739,9
Diploma,125909,8
PhD,140563,0
Master,136488,6
Master,106802,6
Bachelor,137806,3
Diploma,51966,4
PhD,58443,6
Diploma,96762,7
Certificate,114673,6
Associate,86877,7
Bachelor,75203,9
Bachelor,90132,2
Master,134459,2
Diploma,55458,7
Diploma,62794,4
Associate,93373,6
Certificate,114657,2
Diploma,138640,9
Bachelor,126306,1
Bachelor,86904,2
Diploma,81752,1
Diploma,104735,4
Diploma,74146,8
Bachelor,71600,8
Certificate,79843,7
PhD,131109,5
Certificate,100273,4
Certificate,80091,3
Master,80152,2
Associate,130816,2
Certificate,130002,1
Certificate,89823,5
Diploma,113931,1
Diploma,82139,0
Bachelor,96415,9
Bachelor,146177,9
Diploma,111034,7
Master,86161,7
Associate,146011,5
Bachelor,68637,1
Diploma,84337,1
PhD,65993,3
Bachelor,69186,4
Associate,83213,3
Certificate,88399,6
PhD,113733,7
PhD,78486,5
Bachelor,145734,0
Bachelor,126223,9
Master,86635,1
PhD,103584,5
Diploma,71735,5
Diploma,106954,5
PhD,126825,1
Master,103077,0
Master,99827,9
Master,142912,7
Diploma,78539,5
PhD,140893,6
Bachelor,82291,1
Certificate,90539,2
PhD,127054,4
Diploma,138158,8
Associate,133402,5
PhD,123261,1
Master,94489,0
Bachelor,134291,6
PhD,110711,0
Certificate,127676,2
Certificate,60485,0
Master,109077,0
Bachelor,105812,1
Master,97435,0
Master,82579,9
Bachelor,148426,9
PhD,53877,5
Associate,73760,0
Associate,81600,5
Bachelor,65857,4
Certificate,146530,1
Certificate,99963,5
Diploma,98027,6
Diploma,122911,9
Diploma,137425,5
Bachelor,82448,7
Master,63386,9
Bachelor,90837,1
Associate,102273,3
Master,119518,4
Master,62471,1
Associate,139392,7
Diploma,128479,7
PhD,104038,5
Certificate,102529,7
Master,135454,3
Associate,104048,4
Master,132718,1
Associate,100759,0
Associate,83347,3
PhD,104731,1
Diploma,129727,7
Master,108336,8
Associate,147830,3
Bachelor,79043,9
Bachelor,149240,6
Associate,57013,4
Master,141860,6
Diploma,94576,5
PhD,79165,3
Bachelor,87410,2
Master,114507,5
Diploma,60495,5
Master,145715,2
Certificate,97396,7
PhD,125782,3
PhD,78734,9
Certificate,79580,3
Bachelor,96773,0
Master,69563,0
Master,103743,0
PhD,71700,5
Master,84603,9
Bachelor,145492,2
Bachelor,50795,5
Certificate,79370,3
Master,138401,3
Master,64731,5
PhD,147911,7
Master,78648,2
Associate,78523,2
Certificate,138445,3
PhD,97445,1
Associate,119538,9
Diploma,82974,6
Associate,136213,7
PhD,68145,3
PhD,124619,5
Bachelor,76167,4
Bachelor,96552,9
Associate,64070,5
Master,138696,0
Master,131609,2
Diploma,89665,2
Associate,63934,2
Diploma,132791,4
PhD,76443,7
PhD,78823,5
Bachelor,112012,2
Master,101034,3
Master,118807,2
Diploma,143231,1
Certificate,51607,8
Bachelor,132598,9
Diploma,55776,0
Certificate,103583,1
Certificate,50249,9
Master,100571,9
Master,84135,5
Associate,58946,4
Associate,102250,3
PhD,146280,4
Master,117577,4
PhD,122260,7
Certificate,98534,1
Certificate,56514,4
Diploma,126711,0
Master,117782,0
Associate,136088,2
Certificate,144431,3
Certificate,99062,5
Associate,111966,2
Bachelor,75834,2
PhD,86062,0
Master,101303,0
Bachelor,58173,8
Diploma,148325,2
Master,107408,2
Master,54594,2
PhD,51590,7
PhD,119808,9
Certificate,137245,8
PhD,116060,4
Associate,134717,5
Diploma,51484,1
Bachelor,108119,1
Master,55946,2
Diploma,79734,1
Associate,119131,5
Bachelor,120282,1
Associate,93819,2
Diploma,148539,6
Master,129835,8
Diploma,116776,1
Associate,88531,7
Diploma,124638,1
Diploma,104920,4
Master,67443,9
Associate,97480,1
Bachelor,69020,6
Certificate,136939,2
Diploma,86215,1
Associate,147718,8
Diploma,137236,7
Certificate,113106,9
Certificate,80591,5
Certificate,114066,1
Diploma,121151,8
Diploma,53056,1
Bachelor,70372,3
Diploma,122104,1
Diploma,59652,2
Certificate,133454,9
Associate,81902,1
Certificate,142375,7
Diploma,102674,8
Diploma,132527,0
Associate,110142,1
Associate,60457,4
Certificate,67306,3
Diploma,132159,8
PhD,109191,2
Master,129283,1
Master,123913,3
PhD,57967,3
Master,124375,5
PhD,54743,8
Diploma,102918,5
Diploma,148016,6
Diploma,124446,0
Certificate,86472,3
Master,60631,5
PhD,75294,8
Bachelor,127242,0
Bachelor,98640,1
Certificate,116248,4
Diploma,77320,6
Master,78519,7
Master,88267,5
Certificate,121636,4
Master,67364,2
Diploma,144907,6
PhD,101645,5
Associate,146125,6
Certificate,113172,0
Bachelor,123879,7
Bachelor,146509,3
Certificate,51649,9
PhD,113009,9
Master,51948,3
PhD,135412,9
Bachelor,147514,7
Certificate,106683,4
Certificate,139701,2
PhD,65371,5
Certificate,65317,0
PhD,92381,3
Certificate,65260,5
Associate,96420,1
Bachelor,57419,9
Master,94410,3
Master,77843,0
Certificate,125121,4
Master,132386,9
Associate,52476,3
Diploma,148470,5
PhD,61156,9
Certificate,91498,7
Associate,147549,0
PhD,123538,0
Bachelor,55747,9
Associate,74752,1
Associate,81709,3
Master,127587,9
Diploma,68740,2
Bachelor,80170,8
Associate,58551,6
PhD,72889,8
Certificate,107800,8
Associate,122534,1
Master,126236,3
Associate,75233,7
Master,85362,9
Bachelor,55127,1
PhD,105533,1
Bachelor,108286,4
Bachelor,54195,9
Master,119420,9
Diploma,73290,9
Master,90041,3
PhD,90394,8
Certificate,118274,2
Diploma,110276,4
Certificate,103164,6
Bachelor,139058,4
Associate,99112,3
Associate,84478,8
PhD,128505,1
Certificate,122340,8
Diploma,142531,9
Diploma,84162,0
PhD,109886,8
Diploma,70784,8
Associate,97638,3
PhD,124470,4
PhD,110211,6
PhD,66810,0
Associate,129774,6
Certificate,138079,1
Associate,117127,5
Bachelor,67375,6
PhD,108197,2
Master,73318,6
Associate,141034,1
Associate,128864,1
Master,85796,9
Certificate,121278,9
Bachelor,118853,7
PhD,126246,5
Diploma,148038,4
PhD,146806,5
Associate,99950,8
Bachelor,131242,1
PhD,120552,7
Master,72342,6
Diploma,55727,8
PhD,112799,5
Diploma,121104,4
PhD,63784,6
Diploma,74970,0
Certificate,63989,5
PhD,143802,1
Bachelor,108950,5
Master,96577,2
PhD,135448,9
PhD,91900,6
PhD,66120,1
Bachelor,64220,6
Master,141042,7
Certificate,108877,7
Diploma,111157,3
Associate,67245,1
Associate,149757,4
PhD,136013,7
Associate,55185,9
Associate,90916,6
Associate,125285,0
Associate,126246,6
Master,78985,5
Diploma,137539,1
Master,85859,9
Associate,111184,9
Diploma,98263,3
Diploma,147239,2
Associate,101456,4
Associate,81078,7
Bachelor,131302,6
Certificate,124445,5
Associate,145171,7
PhD,140133,4
PhD,66261,0
Associate,128843,5
Bachelor,82601,4
Associate,118866,9
Diploma,55203,8
Diploma,143122,3
PhD,50424,2
Bachelor,147559,6
Bachelor,93624,3
Certificate,104023,7
Certificate,81710,0
Bachelor,63125,8
Certificate,50401,5
Certificate,143023,8
Master,56177,0
Associate,119602,7
Master,131854,8
Associate,68718,2
Certificate,117711,9
Diploma,103189,3
Diploma,76234,6
Certificate,102943,0
Master,106892,6
Bachelor,76527,9
Associate,105399,5
Bachelor,68718,4
Certificate,51781,9
Diploma,101035,9
Diploma,141823,5
PhD,120137,9
PhD,59489,5
Master,110723,8
Diploma,127865,3
Master,78465,1
PhD,116637,0
PhD,60268,4
PhD,81554,8
Master,52566,1
Certificate,118688,2
Bachelor,132280,6
Certificate,111287,2
Diploma,113441,1
Diploma,59636,0
Bachelor,75097,9
Diploma,66910,1
PhD,118419,3
Certificate,64041,7
Certificate,144144,7
Associate,139506,5
PhD,131770,2
Bachelor,98589,9
PhD,60681,6
Associate,115093,8
Master,96153,8
PhD,69652,0
Master,83579,6
Certificate,64266,3
Bachelor,72914,1
Diploma,98317,1
Certificate,71589,6
Diploma,118483,3
Associate,130081,3
Bachelor,121096,2
Master,145980,7
Master,81279,7
Certificate,97901,5
Associate,146370,5
Certificate,77081,9
Bachelor,71340,7
PhD,75227,8
Associate,85456,3
Certificate,119816,1
Certificate,121826,1
Associate,133316,1
Certificate,137601,0
Bachelor,51781,9
Diploma,123369,0
Master,62947,3
Certificate,126922,7
Master,53834,4
PhD,133166,6
PhD,127760,2
Master,101615,6
Certificate,143363,8
Master,121868,1
Certificate,116604,0
Associate,60577,8
Master,131817,9
Master,113730,3
Certificate,73610,8
PhD,132778,1
Certificate,55483,7
PhD,142161,8
Master,79257,5
Master,80012,0
Certificate,119376,6
PhD,59049,9
Associate,115338,9
PhD,142445,7
Diploma,121448,3
Associate,134236,1
Certificate,135191,9
PhD,57956,5
Certificate,107412,2
Certificate,78571,4
Master,77720,0
Diploma,96359,0
PhD,145364,9
Diploma,115199,2
Certificate,129294,6
Diploma,84431,8
PhD,111657,5
Certificate,124779,6
Associate,121430,8
Bachelor,143457,1
Diploma,82250,7
Diploma,141457,8
PhD,122784,2
Bachelor,86776,7
Diploma,114533,8
Diploma,65441,0
Certificate,65616,8
Master,50424,0
Master,130177,6
Associate,72500,9
Associate,140272,1
Diploma,52219,5
Master,55235,4
Certificate,96168,9
Bachelor,90014,0
Bachelor,79215,2
Diploma,136564,5
Certificate,63415,1
Diploma,70591,4
PhD,104548,7
Diploma,145331,4
Certificate,104773,4
Certificate,143541,2
Diploma,75391,6
Diploma,115420,1
Diploma,124999,4
Associate,54971,6
Associate,72489,4
Certificate,132022,7
Master,135499,2
Bachelor,125375,8
PhD,147164,9
Associate,58779,0
Certificate,111686,5
Associate,89900,6
Diploma,110291,9
Master,52316,5
Associate,145241,2
Certificate,82353,7
Certificate,86144,0
Diploma,54828,6
Bachelor,55725,1
Associate,51396,5
Associate,97886,3
Associate,54370,1
Diploma,117941,2
Diploma,134061,5
Diploma,141882,5
Associate,112565,7
Bachelor,109750,9
Certificate,124244,3
PhD,93252,5
Master,136150,1
Diploma,115213,5
Certificate,109485,9
Diploma,138039,7
Master,110196,6
PhD,83673,4
Bachelor,128312,1
Diploma,65936,9
PhD,76440,8
PhD,133754,9
Certificate,77372,8
Master,76368,8
Master,109831,6
Bachelor,143346,3
Diploma,95540,6
Master,62373,8
Associate,120882,7
Bachelor,87817,0
Master,124754,7
Diploma,79503,2
Certificate,104673,6
Associate,148083,0
Associate,81390,5
Bachelor,139071,7
PhD,80614,0
Certificate,138505,3
PhD,122005,1
Associate,109313,1
PhD,65747,0
Bachelor,133588,5
Diploma,135462,4
Certificate,98333,8
Associate,51887,4
Master,146450,1
Certificate,53946,7
Bachelor,112266,0
Certificate,90893,1
PhD,126003,6
Certificate,77518,8
Bachelor,50227,2
Bachelor,106720,0
Master,132795,5
Bachelor,65343,2
PhD,145284,9
PhD,83466,5
Certificate,92490,1
Certificate,78090,5
Master,88469,0
Associate,63642,3
Bachelor,105472,8
Certificate,138230,6
Bachelor,138406,9
